100 4950
28 38 43
28 39 39
28 40 14
28 41 11
28 42 38
28 43 50
28 44 21
28 45 24
28 46 8
28 47 42
28 48 49
28 49 37
28 50 27
28 51 25
28 52 32
28 53 43
28 54 16
28 55 9
28 56 24
28 57 40
28 58 56
28 59 46
28 60 37
28 61 43
28 62 10
28 63 54
28 64 31
28 65 18
28 66 46
28 67 29
28 68 21
28 69 44
28 70 38
28 71 31
28 72 29
28 73 16
28 74 20
28 75 48
28 76 9
28 77 49
28 78 46
28 79 31
28 80 53
28 81 31
28 82 48
28 83 12
28 84 38
28 85 15
28 86 53
28 87 48
28 88 42
28 89 55
28 90 11
28 91 24
28 92 56
28 93 14
28 94 46
28 95 42
28 96 43
28 97 19
28 98 29
28 99 20
28 100 42
29 30 41
29 31 11
29 32 20
29 33 50
29 34 37
29 35 31
29 36 20
29 37 26
29 38 12
29 39 48
29 40 54
29 41 43
29 42 45
29 43 39
29 44 33
29 45 44
29 46 10
29 47 14
29 48 43
29 49 54
29 50 14
29 51 55
29 52 46
29 53 22
29 54 46
29 55 51
29 56 33
29 57 16
29 58 31
29 59 11
29 60 34
29 61 15
29 62 29
29 63 31
29 64 54
29 65 22
29 66 44
29 67 14
29 68 50
29 69 38
29 70 35
29 71 40
29 72 38
29 73 29
29 74 27
29 75 27
29 76 50
29 77 10
29 78 17
29 79 7
29 80 39
29 81 8
29 82 17
29 83 41
29 84 55
29 85 30
29 86 22
29 87 7
29 88 52
29 89 44
29 90 44
29 91 19
29 92 20
29 93 14
29 94 17
29 95 31
29 96 32
29 97 43
29 98 52
29 99 52
29 100 56
30 31 20
30 32 17
30 33 47
30 34 24
30 35 53
30 36 37
30 37 32
30 38 37
30 39 19
30 40 30
30 41 53
30 42 36
30 43 52
30 44 41
30 45 38
30 46 25
30 47 48
30 48 39
30 49 25
30 50 7
30 51 39
30 52 46
30 53 38
30 54 12
30 55 28
30 56 38
30 57 17
30 58 32
30 59 46
30 60 30
30 61 44
30 62 23
30 63 29
30 64 28
30 65 18
30 66 24
30 67 50
30 68 37
30 69 56
30 70 52
30 71 23
30 72 38
30 73 52
30 74 11
30 75 41
30 76 16
30 77 54
30 78 13
30 79 28
30 80 46
30 81 11
30 82 9
30 83 34
30 84 29
30 85 32
30 86 42
30 87 37
30 88 50
30 89 47
30 90 17
30 91 7
30 92 23
30 93 14
30 94 13
30 95 31
30 96 54
30 97 11
30 98 29
30 99 36
30 100 29
31 32 12
31 33 19
31 34 26
31 35 33
31 36 10
31 37 12
31 38 47
31 39 51
31 40 15
31 41 27
31 42 41
31 43 52
31 44 29
31 45 15
31 46 50
31 47 26
31 48 43
31 49 8
31 50 55
31 51 31
31 52 34
31 53 50
31 54 30
31 55 34
31 56 19
31 57 43
31 58 40
31 59 38
31 60 36
31 61 27
31 62 49
31 63 30
31 64 53
31 65 10
31 66 37
31 67 18
31 68 35
31 69 48
31 70 45
31 71 24
31 72 54
31 73 24
31 74 30
31 75 41
31 76 28
31 77 47
31 78 43
31 79 27
31 80 42
31 81 7
31 82 51
31 83 40
31 84 41
31 85 23
31 86 44
31 87 52
31 88 52
31 89 42
31 90 40
31 91 19
31 92 8
31 93 42
31 94 12
31 95 22
31 96 34
31 97 13
31 98 16
31 99 34
31 100 26
32 33 47
32 34 17
32 35 40
32 36 34
32 37 38
32 38 7
32 39 32
32 40 13
32 41 45
32 42 37
32 43 30
32 44 12
32 45 17
32 46 45
32 47 35
32 48 54
32 49 46
32 50 13
32 51 46
32 52 11
32 53 20
32 54 21
32 55 7
32 56 24
32 57 12
32 58 54
32 59 32
32 60 14
32 61 14
32 62 11
32 63 28
32 64 10
32 65 15
32 66 27
32 67 44
32 68 11
32 69 9
32 70 54
32 71 8
32 72 52
32 73 27
32 74 46
32 75 7
32 76 11
32 77 17
32 78 26
32 79 39
32 80 8
32 81 43
32 82 36
32 83 21
32 84 15
32 85 43
32 86 24
32 87 33
32 88 9
32 89 7
32 90 39
32 91 9
32 92 53
32 93 52
32 94 39
32 95 11
32 96 9
32 97 44
32 98 42
32 99 21
32 100 56
33 34 35
33 35 55
33 36 54
33 37 8
33 38 33
33 39 34
33 40 53
33 41 12
33 42 51
33 43 42
33 44 9
33 45 30
33 46 56
33 47 19
33 48 9
33 49 30
33 50 49
33 51 26
33 52 55
33 53 12
33 54 47
33 55 49
33 56 13
33 57 35
33 58 25
33 59 22
33 60 43
33 61 25
33 62 27
33 63 54
33 64 32
33 65 48
33 66 56
33 67 14
33 68 51
33 69 22
33 70 14
33 71 54
33 72 38
33 73 32
33 74 30
33 75 53
33 76 48
33 77 28
33 78 56
33 79 50
33 80 47
33 81 50
33 82 18
33 83 9
33 84 41
33 85 13
33 86 17
33 87 56
33 88 8
33 89 9
33 90 19
33 91 48
33 92 13
33 93 20
33 94 14
33 95 19
33 96 24
33 97 27
33 98 35
33 99 40
33 100 33
34 35 12
34 36 53
34 37 43
34 38 21
34 39 14
34 40 24
34 41 10
34 42 29
34 43 50
34 44 14
34 45 24
34 46 47
34 47 16
34 48 39
34 49 7
34 50 26
34 51 22
34 52 49
34 53 50
34 54 49
34 55 32
34 56 32
34 57 28
34 58 15
34 59 49
34 60 30
34 61 32
34 62 56
34 63 48
34 64 24
34 65 10
34 66 9
34 67 26
34 68 18
34 69 27
34 70 38
34 71 30
34 72 45
34 73 51
34 74 17
34 75 29
34 76 36
34 77 21
34 78 47
34 79 10
34 80 54
34 81 9
34 82 27
34 83 26
34 84 28
34 85 20
34 86 17
34 87 8
34 88 14
34 89 24
34 90 52
34 91 48
34 92 46
34 93 8
34 94 28
34 95 23
34 96 50
34 97 38
34 98 11
34 99 7
34 100 10
35 36 50
35 37 12
35 38 16
35 39 13
35 40 48
35 41 37
35 42 55
35 43 25
35 44 21
35 45 54
35 46 44
35 47 17
35 48 19
35 49 27
35 50 54
35 51 53
35 52 33
35 53 30
35 54 34
35 55 27
35 56 21
35 57 34
35 58 47
35 59 44
35 60 16
35 61 41
35 62 15
35 63 49
35 64 40
35 65 48
35 66 40
35 67 23
35 68 41
35 69 10
35 70 33
35 71 36
35 72 10
35 73 16
35 74 28
35 75 49
35 76 29
35 77 55
35 78 26
35 79 51
35 80 33
35 81 41
35 82 48
35 83 20
35 84 37
35 85 32
35 86 55
35 87 53
35 88 37
35 89 10
35 90 21
35 91 28
35 92 8
35 93 43
35 94 9
35 95 30
35 96 38
35 97 18
35 98 24
35 99 23
35 100 22
36 37 21
36 38 40
36 39 49
36 40 50
36 41 28
36 42 46
36 43 8
36 44 17
36 45 56
36 46 39
36 47 26
36 48 30
36 49 33
36 50 31
36 51 43
36 52 34
36 53 10
36 54 23
36 55 19
36 56 46
36 57 39
36 58 55
36 59 48
36 60 24
36 61 22
36 62 55
36 63 23
36 64 37
36 65 40
36 66 36
36 67 40
36 68 43
36 69 24
36 70 18
36 71 22
36 72 50
36 73 46
36 74 52
36 75 52
36 76 43
36 77 54
36 78 14
36 79 12
36 80 11
36 81 13
36 82 50
36 83 32
36 84 30
36 85 20
36 86 54
36 87 19
36 88 55
36 89 19
36 90 47
36 91 36
36 92 28
36 93 53
36 94 46
36 95 20
36 96 14
36 97 47
36 98 30
36 99 50
36 100 29
37 38 56
37 39 17
37 40 8
37 41 48
37 42 43
37 43 30
37 44 32
37 45 54
37 46 7
37 47 7
37 48 43
37 49 29
37 50 14
37 51 15
37 52 51
37 53 48
37 54 13
37 55 11
37 56 30
37 57 26
37 58 19
37 59 22
37 60 25
37 61 30
37 62 55
37 63 55
37 64 33
37 65 15
37 66 56
37 67 54
37 68 16
37 69 40
37 70 30
37 71 44
37 72 7
37 73 30
37 74 8
37 75 13
37 76 10
37 77 46
37 78 44
37 79 7
37 80 54
37 81 53
37 82 12
37 83 17
37 84 25
37 85 53
37 86 12
37 87 47
37 88 44
37 89 26
37 90 21
37 91 50
37 92 26
37 93 15
37 94 52
37 95 12
37 96 37
37 97 24
37 98 12
37 99 55
37 100 44
38 39 39
38 40 14
38 41 17
38 42 54
38 43 56
38 44 26
38 45 26
38 46 33
38 47 22
38 48 53
38 49 25
38 50 45
38 51 14
38 52 50
38 53 52
38 54 30
38 55 41
38 56 30
38 57 31
38 58 20
38 59 23
38 60 12
38 61 32
38 62 39
38 63 35
38 64 26
38 65 15
38 66 20
38 67 9
38 68 49
38 69 18
38 70 29
38 71 28
38 72 49
38 73 19
38 74 29
38 75 19
38 76 52
38 77 26
38 78 47
38 79 20
38 80 9
38 81 37
38 82 46
38 83 23
38 84 17
38 85 51
38 86 24
38 87 30
38 88 56
38 89 40
38 90 30
38 91 55
38 92 18
38 93 25
38 94 7
38 95 32
38 96 34
38 97 20
38 98 25
38 99 25
38 100 8
39 40 13
39 41 12
39 42 23
39 43 20
39 44 41
39 45 15
39 46 34
39 47 19
39 48 25
39 49 49
39 50 14
39 51 17
39 52 48
39 53 8
39 54 43
39 55 44
39 56 51
39 57 46
39 58 10
39 59 34
39 60 12
39 61 31
39 62 29
39 63 40
39 64 35
39 65 24
39 66 30
39 67 24
39 68 41
39 69 7
39 70 50
39 71 53
39 72 19
39 73 45
39 74 15
39 75 16
39 76 21
39 77 8
39 78 21
39 79 30
39 80 19
39 81 11
39 82 49
39 83 33
39 84 38
39 85 41
39 86 45
39 87 14
39 88 56
39 89 38
39 90 52
39 91 17
39 92 35
39 93 25
39 94 7
39 95 21
39 96 45
39 97 16
39 98 24
39 99 31
39 100 47
40 41 52
40 42 42
40 43 11
40 44 39
40 45 38
40 46 30
40 47 52
40 48 8
40 49 37
40 50 16
40 51 48
40 52 46
40 53 13
40 54 23
40 55 8
40 56 34
40 57 43
40 58 33
40 59 39
40 60 25
40 61 36
40 62 20
40 63 29
40 64 36
40 65 51
40 66 53
40 67 10
40 68 16
40 69 9
40 70 16
40 71 52
40 72 39
40 73 48
40 74 18
40 75 8
40 76 11
40 77 43
40 78 30
40 79 33
40 80 44
40 81 46
40 82 11
40 83 11
40 84 22
40 85 28
40 86 34
40 87 32
40 88 25
40 89 56
40 90 17
40 91 34
40 92 17
40 93 10
40 94 42
40 95 42
40 96 40
40 97 45
40 98 50
40 99 12
40 100 36
41 42 29
41 43 54
41 44 38
41 45 54
41 46 13
41 47 13
41 48 18
41 49 46
41 50 48
41 51 30
41 52 54
41 53 36
41 54 32
41 55 31
41 56 42
41 57 11
41 58 29
41 59 55
41 60 52
41 61 43
41 62 10
41 63 23
41 64 41
41 65 32
41 66 47
41 67 53
41 68 25
41 69 15
41 70 10
41 71 36
41 72 25
41 73 42
41 74 30
41 75 47
41 76 16
41 77 7
41 78 49
41 79 31
41 80 49
41 81 19
41 82 20
41 83 16
41 84 18
41 85 31
41 86 51
41 87 41
41 88 28
41 89 32
41 90 42
41 91 7
41 92 56
41 93 49
41 94 44
41 95 32
41 96 25
41 97 36
41 98 47
41 99 54
41 100 12
42 43 44
42 44 8
42 45 19
42 46 54
42 47 9
42 48 35
42 49 34
42 50 35
42 51 40
42 52 7
42 53 14
42 54 40
42 55 32
42 56 44
42 57 42
42 58 36
42 59 41
42 60 28
42 61 25
42 62 8
42 63 40
42 64 18
42 65 18
42 66 23
42 67 48
42 68 17
42 69 48
42 70 8
42 71 19
42 72 14
42 73 21
42 74 9
42 75 50
42 76 11
42 77 40
42 78 9
42 79 29
42 80 32
42 81 29
42 82 20
42 83 21
42 84 18
42 85 37
42 86 47
42 87 50
42 88 54
42 89 33
42 90 42
42 91 7
42 92 40
42 93 19
42 94 49
42 95 46
42 96 31
42 97 34
42 98 40
42 99 24
42 100 39
43 44 37
43 45 37
43 46 50
43 47 45
43 48 12
43 49 28
43 50 35
43 51 13
43 52 31
43 53 9
43 54 53
43 55 8
43 56 28
43 57 51
43 58 14
43 59 14
43 60 34
43 61 22
43 62 30
43 63 49
43 64 17
43 65 43
43 66 28
43 67 56
43 68 47
43 69 7
43 70 24
43 71 15
43 72 23
43 73 30
43 74 39
43 75 11
43 76 42
43 77 33
43 78 11
43 79 38
43 80 25
43 81 40
43 82 34
43 83 14
43 84 7
43 85 16
43 86 45
43 87 50
43 88 16
43 89 35
43 90 30
43 91 26
43 92 19
43 93 54
43 94 10
43 95 43
43 96 25
43 97 22
43 98 50
43 99 33
43 100 49
44 45 27
44 46 25
44 47 40
44 48 35
44 49 32
44 50 34
44 51 9
44 52 56
44 53 37
44 54 28
44 55 27
44 56 40
44 57 19
44 58 54
44 59 9
44 60 38
44 61 27
44 62 28
44 63 56
44 64 13
44 65 32
44 66 56
44 67 16
44 68 48
44 69 25
44 70 36
44 71 50
44 72 9
44 73 52
44 74 30
44 75 43
44 76 24
44 77 13
44 78 31
44 79 40
44 80 9
44 81 49
44 82 26
44 83 17
44 84 45
44 85 36
44 86 54
44 87 38
44 88 43
44 89 54
44 90 17
44 91 27
44 92 28
44 93 35
44 94 7
44 95 46
44 96 11
44 97 14
44 98 41
44 99 12
44 100 10
45 46 24
45 47 39
45 48 16
45 49 53
45 50 46
45 51 37
45 52 21
45 53 35
45 54 10
45 55 33
45 56 13
45 57 54
45 58 50
45 59 12
45 60 7
45 61 55
45 62 56
45 63 56
45 64 51
45 65 8
45 66 35
45 67 56
45 68 12
45 69 22
45 70 22
45 71 10
45 72 19
45 73 52
45 74 40
45 75 27
45 76 26
45 77 30
45 78 46
45 79 52
45 80 37
45 81 34
45 82 8
45 83 15
45 84 19
45 85 54
45 86 20
45 87 18
45 88 11
45 89 18
45 90 55
45 91 15
45 92 45
45 93 41
45 94 12
45 95 42
45 96 29
45 97 41
45 98 43
45 99 30
45 100 25
46 47 48
46 48 23
46 49 32
46 50 38
46 51 35
46 52 13
46 53 38
46 54 32
46 55 7
46 56 10
46 57 44
46 58 56
46 59 10
46 60 47
46 61 9
46 62 55
46 63 51
46 64 52
46 65 50
46 66 46
46 67 13
46 68 11
46 69 23
46 70 17
46 71 41
46 72 11
46 73 18
46 74 13
46 75 24
46 76 21
46 77 45
46 78 40
46 79 53
46 80 54
46 81 24
46 82 19
46 83 25
46 84 23
46 85 23
46 86 43
46 87 20
46 88 27
46 89 7
46 90 31
46 91 28
46 92 51
46 93 35
46 94 45
46 95 51
46 96 39
46 97 38
46 98 48
46 99 27
46 100 55
47 48 48
47 49 21
47 50 17
47 51 16
47 52 17
47 53 29
47 54 35
47 55 48
47 56 17
47 57 33
47 58 7
47 59 50
47 60 36
47 61 7
47 62 8
47 63 18
47 64 43
47 65 45
47 66 42
47 67 33
47 68 31
47 69 37
47 70 56
47 71 29
47 72 10
47 73 39
47 74 34
47 75 20
47 76 54
47 77 48
47 78 43
47 79 32
47 80 17
47 81 8
47 82 47
47 83 50
47 84 18
47 85 36
47 86 45
47 87 29
47 88 27
47 89 42
47 90 32
47 91 7
47 92 12
47 93 48
47 94 10
47 95 7
47 96 38
47 97 29
47 98 26
47 99 17
47 100 34
48 49 35
48 50 12
48 51 13
48 52 41
48 53 17
48 54 28
48 55 12
48 56 47
48 57 38
48 58 40
48 59 9
48 60 33
48 61 24
48 62 28
48 63 56
48 64 10
48 65 40
48 66 55
48 67 24
48 68 46
48 69 7
48 70 33
48 71 56
48 72 55
48 73 52
48 74 21
48 75 36
48 76 9
48 77 52
48 78 31
48 79 46
48 80 8
48 81 11
48 82 35
48 83 26
48 84 50
48 85 11
48 86 38
48 87 17
48 88 26
48 89 14
48 90 28
48 91 29
48 92 10
48 93 49
48 94 29
48 95 23
48 96 10
48 97 47
48 98 41
48 99 38
48 100 43
49 50 34
49 51 24
49 52 42
49 53 32
49 54 29
49 55 20
49 56 42
49 57 19
49 58 34
49 59 20
49 60 7
49 61 29
49 62 23
49 63 35
49 64 35
49 65 52
49 66 47
49 67 16
49 68 48
49 69 31
49 70 50
49 71 53
49 72 25
49 73 9
49 74 11
49 75 24
49 76 24
49 77 30
49 78 45
49 79 47
49 80 11
49 81 12
49 82 42
49 83 53
49 84 30
49 85 56
49 86 53
49 87 56
49 88 52
49 89 7
49 90 29
49 91 25
49 92 50
49 93 15
49 94 39
49 95 8
49 96 43
49 97 23
49 98 39
49 99 37
49 100 42
50 51 29
50 52 56
50 53 51
50 54 21
50 55 35
50 56 8
50 57 35
50 58 28
50 59 44
50 60 54
50 61 38
50 62 12
50 63 30
50 64 49
50 65 33
50 66 41
50 67 46
50 68 34
50 69 17
50 70 37
50 71 9
50 72 21
50 73 12
50 74 27
50 75 44
50 76 31
50 77 17
50 78 29
50 79 18
50 80 32
50 81 45
50 82 24
50 83 47
50 84 20
50 85 39
50 86 46
50 87 36
50 88 28
50 89 26
50 90 25
50 91 21
50 92 44
50 93 46
50 94 15
50 95 14
50 96 24
50 97 40
50 98 43
50 99 20
50 100 28
51 52 55
51 53 22
51 54 39
51 55 14
51 56 20
51 57 52
51 58 24
51 59 18
51 60 18
51 61 13
51 62 54
51 63 48
51 64 36
51 65 29
51 66 25
51 67 34
51 68 44
51 69 22
51 70 25
51 71 19
51 72 26
51 73 48
51 74 40
51 75 50
51 76 7
51 77 17
51 78 28
51 79 20
51 80 26
51 81 53
51 82 8
51 83 24
51 84 30
51 85 40
51 86 22
51 87 39
51 88 7
51 89 23
51 90 8
51 91 33
51 92 45
51 93 38
51 94 9
51 95 15
51 96 43
51 97 48
51 98 48
51 99 19
51 100 25
52 53 29
52 54 55
52 55 52
52 56 54
52 57 36
52 58 12
52 59 22
52 60 46
52 61 9
52 62 47
52 63 49
52 64 38
52 65 33
52 66 17
52 67 8
52 68 37
52 69 50
52 70 45
52 71 29
52 72 33
52 73 51
52 74 27
52 75 44
52 76 25
52 77 22
52 78 22
52 79 55
52 80 22
52 81 14
52 82 28
52 83 11
52 84 9
52 85 34
52 86 12
52 87 51
52 88 30
52 89 34
52 90 35
52 91 27
52 92 55
52 93 37
52 94 25
52 95 47
52 96 20
52 97 54
52 98 14
52 99 19
52 100 56
53 54 48
53 55 53
53 56 50
53 57 13
53 58 22
53 59 54
53 60 16
53 61 52
53 62 41
53 63 26
53 64 10
53 65 27
53 66 48
53 67 40
53 68 14
53 69 15
53 70 16
53 71 39
53 72 23
53 73 12
53 74 29
53 75 27
53 76 14
53 77 48
53 78 52
53 79 26
53 80 41
53 81 39
53 82 40
53 83 29
53 84 42
53 85 39
53 86 7
53 87 24
53 88 31
53 89 12
53 90 39
53 91 11
53 92 47
53 93 23
53 94 40
53 95 33
53 96 16
53 97 17
53 98 31
53 99 51
53 100 46
54 55 12
54 56 41
54 57 44
54 58 40
54 59 42
54 60 32
54 61 48
54 62 11
54 63 38
54 64 48
54 65 11
54 66 28
54 67 49
54 68 44
54 69 55
54 70 27
54 71 23
54 72 22
54 73 47
54 74 36
54 75 36
54 76 18
54 77 47
54 78 17
54 79 24
54 80 30
54 81 52
54 82 29
54 83 23
54 84 51
54 85 9
54 86 25
54 87 37
54 88 15
54 89 14
54 90 55
54 91 18
54 92 28
54 93 32
54 94 18
54 95 31
54 96 30
54 97 50
54 98 56
54 99 20
54 100 21
55 56 9
55 57 10
55 58 16
55 59 14
55 60 50
55 61 9
55 62 8
55 63 49
55 64 52
55 65 56
55 66 41
55 67 37
55 68 50
55 69 50
55 70 45
55 71 49
55 72 39
55 73 51
55 74 51
55 75 23
55 76 8
55 77 20
55 78 39
55 79 27
55 80 29
55 81 45
55 82 46
55 83 36
55 84 25
55 85 32
55 86 31
55 87 37
55 88 39
55 89 23
55 90 11
55 91 26
55 92 48
55 93 28
55 94 53
55 95 7
55 96 50
55 97 26
55 98 13
55 99 49
55 100 41
56 57 33
56 58 49
56 59 48
56 60 12
56 61 56
56 62 32
56 63 37
56 64 36
56 65 39
56 66 26
56 67 10
56 68 35
56 69 20
56 70 27
56 71 35
56 72 14
56 73 20
56 74 8
56 75 29
56 76 38
56 77 30
56 78 22
56 79 41
56 80 42
56 81 19
56 82 18
56 83 17
56 84 7
56 85 54
56 86 36
56 87 11
56 88 32
56 89 12
56 90 25
56 91 19
56 92 22
56 93 54
56 94 12
56 95 52
56 96 33
56 97 29
56 98 33
56 99 49
56 100 34
57 58 54
57 59 50
57 60 14
57 61 56
57 62 42
57 63 32
57 64 11
57 65 9
57 66 46
57 67 31
57 68 54
57 69 52
57 70 25
57 71 19
57 72 53
57 73 32
57 74 32
57 75 37
57 76 26
57 77 9
57 78 19
57 79 33
57 80 15
57 81 33
57 82 42
57 83 9
57 84 38
57 85 31
57 86 20
57 87 38
57 88 12
57 89 12
57 90 55
57 91 16
57 92 22
57 93 34
57 94 40
57 95 43
57 96 52
57 97 50
57 98 33
57 99 27
57 100 28
58 59 37
58 60 52
58 61 41
58 62 49
58 63 15
58 64 51
58 65 36
58 66 52
58 67 55
58 68 20
58 69 48
58 70 41
58 71 15
58 72 32
58 73 44
58 74 41
58 75 37
58 76 47
58 77 52
58 78 34
58 79 14
58 80 31
58 81 25
58 82 30
58 83 43
58 84 22
58 85 7
58 86 32
58 87 39
58 88 53
58 89 30
58 90 20
58 91 21
58 92 39
58 93 24
58 94 48
58 95 22
58 96 20
58 97 17
58 98 38
58 99 43
58 100 15
59 60 53
59 61 12
59 62 48
59 63 53
59 64 8
59 65 44
59 66 56
59 67 7
59 68 9
59 69 28
59 70 27
59 71 22
59 72 49
59 73 49
59 74 39
59 75 8
59 76 35
59 77 48
59 78 13
59 79 50
59 80 35
59 81 10
59 82 39
59 83 27
59 84 10
59 85 14
59 86 32
59 87 45
59 88 53
59 89 27
59 90 29
59 91 48
59 92 50
59 93 49
59 94 28
59 95 48
59 96 13
59 97 42
59 98 18
59 99 46
59 100 41
60 61 46
60 62 38
60 63 18
60 64 9
60 65 16
60 66 24
60 67 56
60 68 21
60 69 29
60 70 23
60 71 50
60 72 54
60 73 37
60 74 52
60 75 52
60 76 10
60 77 54
60 78 34
60 79 14
60 80 20
60 81 30
60 82 44
60 83 15
60 84 43
60 85 15
60 86 43
60 87 25
60 88 21
60 89 49
60 90 18
60 91 44
60 92 7
60 93 46
60 94 7
60 95 55
60 96 36
60 97 23
60 98 11
60 99 50
60 100 29
61 62 38
61 63 12
61 64 47
61 65 17
61 66 44
61 67 50
61 68 52
61 69 40
61 70 49
61 71 48
61 72 15
61 73 30
61 74 38
61 75 30
61 76 47
61 77 38
61 78 30
61 79 9
61 80 28
61 81 52
61 82 37
61 83 27
61 84 11
61 85 45
61 86 49
61 87 24
61 88 23
61 89 11
61 90 53
61 91 39
61 92 27
61 93 24
61 94 16
61 95 19
61 96 13
61 97 47
61 98 50
61 99 38
61 100 27
62 63 50
62 64 50
62 65 53
62 66 18
62 67 30
62 68 29
62 69 12
62 70 52
62 71 14
62 72 53
62 73 22
62 74 12
62 75 25
62 76 7
62 77 9
62 78 41
62 79 34
62 80 43
62 81 10
62 82 22
62 83 29
62 84 15
62 85 12
62 86 55
62 87 48
62 88 11
62 89 46
62 90 38
62 91 12
62 92 32
62 93 43
62 94 15
62 95 13
62 96 22
62 97 38
62 98 26
62 99 10
62 100 21
63 64 19
63 65 39
63 66 32
63 67 35
63 68 38
63 69 51
63 70 30
63 71 29
63 72 29
63 73 8
63 74 8
63 75 45
63 76 28
63 77 56
63 78 49
63 79 40
63 80 9
63 81 36
63 82 37
63 83 42
63 84 35
63 85 30
63 86 56
63 87 39
63 88 7
63 89 30
63 90 35
63 91 14
63 92 41
63 93 20
63 94 20
63 95 11
63 96 49
63 97 51
63 98 12
63 99 15
63 100 23
64 65 14
64 66 43
64 67 14
64 68 38
64 69 56
64 70 31
64 71 41
64 72 50
64 73 7
64 74 8
64 75 17
64 76 7
64 77 16
64 78 36
64 79 37
64 80 31
64 81 8
64 82 22
64 83 46
64 84 19
64 85 56
64 86 28
64 87 21
64 88 40
64 89 38
64 90 53
64 91 47
64 92 39
64 93 44
64 94 40
64 95 46
64 96 9
64 97 9
64 98 11
64 99 49
64 100 56
65 66 42
65 67 8
65 68 31
65 69 15
65 70 26
65 71 33
65 72 7
65 73 8
65 74 47
65 75 41
65 76 51
65 77 49
65 78 10
65 79 27
65 80 51
65 81 40
65 82 8
65 83 23
65 84 9
65 85 30
65 86 43
65 87 36
65 88 54
65 89 24
65 90 26
65 91 54
65 92 48
65 93 19
65 94 37
65 95 15
65 96 43
65 97 28
65 98 36
65 99 13
65 100 33
66 67 54
66 68 11
66 69 53
66 70 15
66 71 29
66 72 7
66 73 35
66 74 42
66 75 53
66 76 19
66 77 20
66 78 25
66 79 32
66 80 50
66 81 52
66 82 51
66 83 30
66 84 35
66 85 53
66 86 15
66 87 32
66 88 50
66 89 16
66 90 34
66 91 22
66 92 50
66 93 11
66 94 31
66 95 43
66 96 46
66 97 40
66 98 25
66 99 26
66 100 42
67 68 18
67 69 37
67 70 9
67 71 44
67 72 38
67 73 25
67 74 34
67 75 8
67 76 54
67 77 15
67 78 13
67 79 26
67 80 52
67 81 12
67 82 55
67 83 24
67 84 52
67 85 35
67 86 38
67 87 21
67 88 35
67 89 40
67 90 47
67 91 14
67 92 19
67 93 53
67 94 19
67 95 56
67 96 34
67 97 8
67 98 49
67 99 17
67 100 46
68 69 20
68 70 38
68 71 37
68 72 22
68 73 11
68 74 11
68 75 40
68 76 24
68 77 22
68 78 52
68 79 32
68 80 15
68 81 13
68 82 30
68 83 10
68 84 39
68 85 45
68 86 43
68 87 27
68 88 46
68 89 47
68 90 36
68 91 49
68 92 16
68 93 26
68 94 20
68 95 38
68 96 49
68 97 7
68 98 7
68 99 30
68 100 27
69 70 27
69 71 49
69 72 28
69 73 46
69 74 46
69 75 48
69 76 32
69 77 53
69 78 9
69 79 8
69 80 30
69 81 49
69 82 17
69 83 11
69 84 35
69 85 34
69 86 48
69 87 9
69 88 51
69 89 17
69 90 21
69 91 43
69 92 17
69 93 46
69 94 20
69 95 21
69 96 26
69 97 33
69 98 39
69 99 11
69 100 44
70 71 18
70 72 53
70 73 51
70 74 28
70 75 56
70 76 19
70 77 40
70 78 50
70 79 40
70 80 25
70 81 52
70 82 44
70 83 17
70 84 43
70 85 12
70 86 28
70 87 17
70 88 23
70 89 12
70 90 11
70 91 54
70 92 39
70 93 49
70 94 53
70 95 25
70 96 16
70 97 23
70 98 38
70 99 29
70 100 28
71 72 50
71 73 32
71 74 32
71 75 41
71 76 50
71 77 13
71 78 49
71 79 24
71 80 20
71 81 7
71 82 50
71 83 45
71 84 16
71 85 18
71 86 19
71 87 20
71 88 46
71 89 15
71 90 52
71 91 54
71 92 39
71 93 41
71 94 32
71 95 16
71 96 31
71 97 49
71 98 37
71 99 18
71 100 7
72 73 40
72 74 45
72 75 37
72 76 55
72 77 24
72 78 17
72 79 20
72 80 30
72 81 40
72 82 45
72 83 18
72 84 56
72 85 49
72 86 55
72 87 20
72 88 32
72 89 9
72 90 25
72 91 47
72 92 18
72 93 35
72 94 36
72 95 52
72 96 53
72 97 41
72 98 13
72 99 27
72 100 25
73 74 36
73 75 37
73 76 53
73 77 15
73 78 15
73 79 8
73 80 53
73 81 20
73 82 25
73 83 7
73 84 13
73 85 36
73 86 51
73 87 48
73 88 43
73 89 56
73 90 53
73 91 9
73 92 55
73 93 36
73 94 55
73 95 20
73 96 33
73 97 28
73 98 17
73 99 56
73 100 14
74 75 47
74 76 23
74 77 43
74 78 35
74 79 48
74 80 27
74 81 50
74 82 56
74 83 17
74 84 41
74 85 53
74 86 23
74 87 38
74 88 9
74 89 8
74 90 11
74 91 7
74 92 33
74 93 17
74 94 16
74 95 9
74 96 17
74 97 56
74 98 14
74 99 31
74 100 13
75 76 51
75 77 44
75 78 21
75 79 29
75 80 19
75 81 49
75 82 40
75 83 19
75 84 9
75 85 28
75 86 9
75 87 46
75 88 36
75 89 52
75 90 31
75 91 51
75 92 49
75 93 32
75 94 39
75 95 50
75 96 26
75 97 21
75 98 12
75 99 40
75 100 12
76 77 14
76 78 32
76 79 14
76 80 25
76 81 34
76 82 45
76 83 38
76 84 26
76 85 35
76 86 20
76 87 29
76 88 17
76 89 38
